"category","subcategory","name","description","price","compare_price","stock","sku","image","is_active","is_featured"
"Vegla Pune","Burgi","Burgi per Dru Rrumbullaket Zw-F0406 35Mm","Burgi per Dru Rrumbullaket Zw-F0406 35Mm. Produkt per Shajme. Kodi i produktit: 20960.","2.76","","10","VS-SHA-20960","products/vs/MJETE-PUNE-VS-ZHWE-VS/20960.jpg","true","false"
"Vegla Pune","Burgi","Burgi per Dru Rrumbullaket Zw-F0406 40Mm","Burgi per Dru Rrumbullaket Zw-F0406 40Mm. Produkt per Shajme. Kodi i produktit: 20961.","3.19","","10","VS-SHA-20961","products/vs/MJETE-PUNE-VS-ZHWE-VS/20961.jpg","true","false"
"Vegla Pune","Burgi","Burgi per Dru Rrumbullaket Zw-F0406 50Mm","Burgi per Dru Rrumbullaket Zw-F0406 50Mm. Produkt per Shajme. Kodi i produktit: 20962.","3.63","","10","VS-SHA-20962","products/vs/MJETE-PUNE-VS-ZHWE-VS/20962.jpg","true","false"
"Vegla Pune","Burgi","Burgi per Dru Rrumbullaket Zw-F0425 60Mm","Burgi per Dru Rrumbullaket Zw-F0425 60Mm. Produkt per Shajme. Kodi i produktit: 20963.","4.20","","10","VS-SHA-20963","products/vs/MJETE-PUNE-VS-ZHWE-VS/20963.jpg","true","false"
"Vegla Pune","Burgi","Burgi Rrumbullaket Druri Zw-Fo501 35Mm","Burgi Rrumbullaket Druri Zw-Fo501 35Mm. Produkt per Shajme. Kodi i produktit: 20964.","2.90","","10","VS-SHA-20964","products/vs/MJETE-PUNE-VS-ZHWE-VS/20964.jpg","true","false"
"Vegla Pune","Burgi","Burgia Kanufi 1/16 Kw Zhw","Burgia Kanufi 1/16 Kw Zhw. Produkt per Shajme. Kodi i produktit: 21231.","8.70","","10","VS-SHA-21231","products/vs/MJETE-PUNE-VS-ZHWE-VS/21231.jpg","true","false"
"Vegla Pune","Shajme","Shajme 21232","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","10.15","","10","VS-SHA-21232","products/vs/MJETE-PUNE-VS-ZHWE-VS/21232.jpg","true","false"
"Vegla Pune","Burgi","Burgi Rrumbullaket Xhami 6Mm","Burgi Rrumbullaket Xhami 6Mm. Produkt per Shajme. Kodi i produktit: 21331.","0.36","","10","VS-SHA-21331","products/vs/MJETE-PUNE-VS-ZHWE-VS/21331.jpg","true","false"
"Vegla Pune","Burgi","Burgi Rrumbullaket Xhami 8Mm","Burgi Rrumbullaket Xhami 8Mm. Produkt per Shajme. Kodi i produktit: 21332.","0.44","","10","VS-SHA-21332","products/vs/MJETE-PUNE-VS-ZHWE-VS/21332.jpg","true","false"
"Vegla Pune","Burgi","Burgi Rrumbulllaket Xhami 10Mm","Burgi Rrumbulllaket Xhami 10Mm. Produkt per Shajme. Kodi i produktit: 21333.","0.51","","10","VS-SHA-21333","products/vs/MJETE-PUNE-VS-ZHWE-VS/21333.jpg","true","false"
"Vegla Pune","Burgi","Burgi Rrumbullaket Xhami 12Mm","Burgi Rrumbullaket Xhami 12Mm. Produkt per Shajme. Kodi i produktit: 21334.","0.65","","10","VS-SHA-21334","products/vs/MJETE-PUNE-VS-ZHWE-VS/21334.jpg","true","false"
"Vegla Pune","Burgi","Burgi Rrumbullaket Xhami 14Mm","Burgi Rrumbullaket Xhami 14Mm. Produkt per Shajme. Kodi i produktit: 21335.","0.73","","10","VS-SHA-21335","products/vs/MJETE-PUNE-VS-ZHWE-VS/21335.jpg","true","false"
"Vegla Pune","Burgi","Burgi Rrumbullaket Xhami 16Mm","Burgi Rrumbullaket Xhami 16Mm. Produkt per Shajme. Kodi i produktit: 21336.","0.87","","10","VS-SHA-21336","products/vs/MJETE-PUNE-VS-ZHWE-VS/21336.jpg","true","false"
"Vegla Pune","Shajme","Shajme 21337","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","0.94","","10","VS-SHA-21337","products/vs/MJETE-PUNE-VS-ZHWE-VS/21337.jpg","true","false"
"Vegla Pune","Burgi","Burgi Rrumbullaket Xhami 20Mm","Burgi Rrumbullaket Xhami 20Mm. Produkt per Shajme. Kodi i produktit: 21338.","1.09","","10","VS-SHA-21338","products/vs/MJETE-PUNE-VS-ZHWE-VS/21338.jpg","true","false"
"Vegla Pune","Sharra","Lame EE","Lame EE. Produkt per Shajme. Kodi i produktit: 21339.","1.16","","10","VS-SHA-21339","products/vs/MJETE-PUNE-VS-ZHWE-VS/21339.jpg","true","false"
"Vegla Pune","Burgi","Burgi Rrumbulllaket Xhami 24Mm","Burgi Rrumbulllaket Xhami 24Mm. Produkt per Shajme. Kodi i produktit: 21340.","1.31","","10","VS-SHA-21340","products/vs/MJETE-PUNE-VS-ZHWE-VS/21340.jpg","true","false"
"Vegla Pune","Shajme","Shajme 21341","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","1.45","","10","VS-SHA-21341","products/vs/MJETE-PUNE-VS-ZHWE-VS/21341.jpg","true","false"
"Vegla Pune","Shajme","Shajme 21342","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","1.60","","10","VS-SHA-21342","products/vs/MJETE-PUNE-VS-ZHWE-VS/21342.jpg","true","false"
"Vegla Pune","Shajme","Shajme 21343","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","1.74","","10","VS-SHA-21343","products/vs/MJETE-PUNE-VS-ZHWE-VS/21343.jpg","true","false"
"Vegla Pune","Burgi","Burgi Rrumbulllaket Xhami 32Mm","Burgi Rrumbulllaket Xhami 32Mm. Produkt per Shajme. Kodi i produktit: 21344.","1.81","","10","VS-SHA-21344","products/vs/MJETE-PUNE-VS-ZHWE-VS/21344.jpg","true","false"
"Vegla Pune","Kaqavida","Koke Kaqgavide PH2 65 ZHW 1/2","Koke Kaqgavide PH2 65 ZHW 1/2. Produkt per Shajme. Kodi i produktit: 21345.","1.16","","10","VS-SHA-21345","products/vs/MJETE-PUNE-VS-ZHWE-VS/21345.jpg","true","false"
"Elektronike","Burmashina","Set per Makin Vibruse Zhw 1/5","Set per Makin Vibruse Zhw 1/5. Produkt per Shajme. Kodi i produktit: 21346.","7.25","","10","VS-SHA-21346","products/vs/MJETE-PUNE-VS-ZHWE-VS/21346.jpg","true","false"
"Vegla Pune","Burgi","Burgi Rrumbllakt Xhami 1/4 Zhw","Burgi Rrumbllakt Xhami 1/4 Zhw. Produkt per Shajme. Kodi i produktit: 21347.","72.50","","10","VS-SHA-21347","products/vs/MJETE-PUNE-VS-ZHWE-VS/21347.jpg","true","false"
"Vegla Pune","Burgi","Burgi Rrumbullaket Xhami 1/10","Burgi Rrumbullaket Xhami 1/10. Produkt per Shajme. Kodi i produktit: 21348.","55.10","","10","VS-SHA-21348","products/vs/MJETE-PUNE-VS-ZHWE-VS/21348.jpg","true","false"
"Vegla Pune","Burgi","Burgi Metali 1/19 Zhw","Burgi Metali 1/19 Zhw. Produkt per Shajme. Kodi i produktit: 21349.","10.15","","10","VS-SHA-21349","products/vs/MJETE-PUNE-VS-ZHWE-VS/21349.jpg","true","false"
"Vegla Pune","Shajme","Shajme 21350","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","20.01","","10","VS-SHA-21350","products/vs/MJETE-PUNE-VS-ZHWE-VS/21350.jpg","true","false"
"Vegla Pune","Burgi","Burgi Metali 1/6 Zhw me Lloz","Burgi Metali 1/6 Zhw me Lloz. Produkt per Shajme. Kodi i produktit: 21351.","7.98","","10","VS-SHA-21351","products/vs/MJETE-PUNE-VS-ZHWE-VS/21351.jpg","true","false"
"Vegla Pune","Shajme","Shajme 21510","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","17.40","","10","VS-SHA-21510","products/vs/MJETE-PUNE-VS-ZHWE-VS/21510.jpg","true","false"
"Vegla Pune","Shajme","Shajme 21511","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","21.75","","10","VS-SHA-21511","products/vs/MJETE-PUNE-VS-ZHWE-VS/21511.jpg","true","false"
"Vegla Pune","Burgi","Burgi Xhami 6Mm Blue","Burgi Xhami 6Mm Blue. Produkt per Shajme. Kodi i produktit: 21633.","1.16","","10","VS-SHA-21633","products/vs/MJETE-PUNE-VS-ZHWE-VS/21633.jpg","true","false"
"Vegla Pune","Burgi","Burgi Keramik 6Mm","Burgi Keramik 6Mm. Produkt per Shajme. Kodi i produktit: 21634.","0.58","","10","VS-SHA-21634","products/vs/MJETE-PUNE-VS-ZHWE-VS/21634.jpg","true","false"
"Vegla Pune","Shajme","Shajme 21635","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","1.45","","10","VS-SHA-21635","products/vs/MJETE-PUNE-VS-ZHWE-VS/21635.jpg","true","false"
"Vegla Pune","Shajme","Shajme 21636","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","1.74","","10","VS-SHA-21636","products/vs/MJETE-PUNE-VS-ZHWE-VS/21636.jpg","true","false"
"Vegla Pune","Burgi","Burgi Keramik 12MM","Burgi Keramik 12MM. Produkt per Shajme. Kodi i produktit: 21637.","1.16","","10","VS-SHA-21637","products/vs/MJETE-PUNE-VS-ZHWE-VS/21637.jpg","true","false"
"Vegla Pune","Shajme","Shajme 21791","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","3.63","","10","VS-SHA-21791","products/vs/MJETE-PUNE-VS-ZHWE-VS/21791.jpg","true","false"
"Vegla Pune","Kaqavida","Koke Kaqavide Ph2*70 Zhw","Koke Kaqavide Ph2*70 Zhw. Produkt per Shajme. Kodi i produktit: 21792.","0.51","","10","VS-SHA-21792","products/vs/MJETE-PUNE-VS-ZHWE-VS/21792.jpg","true","false"
"Vegla Pune","Kaqavida","Koke Kaqavide Ph2*90 Zhw","Koke Kaqavide Ph2*90 Zhw. Produkt per Shajme. Kodi i produktit: 21793.","0.58","","10","VS-SHA-21793","products/vs/MJETE-PUNE-VS-ZHWE-VS/21793.jpg","true","false"
"Vegla Pune","Shajme","Shajme 21794","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","0.29","","10","VS-SHA-21794","products/vs/MJETE-PUNE-VS-ZHWE-VS/21794.jpg","true","false"
"Vegla Pune","Shajme","Shajme 21795","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","0.44","","10","VS-SHA-21795","products/vs/MJETE-PUNE-VS-ZHWE-VS/21795.jpg","true","false"
"Vegla Pune","Shajme","Shajme 21796","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","2.17","","10","VS-SHA-21796","products/vs/MJETE-PUNE-VS-ZHWE-VS/21796.jpg","true","false"
"Vegla Pune","Diska","Disk Shumefunksional 115*4.5""","Disk Shumefunksional 115*4.5"". Produkt per Shajme. Kodi i produktit: 21797.","3.33","","10","VS-SHA-21797","products/vs/MJETE-PUNE-VS-ZHWE-VS/21797.jpg","true","false"
"Vegla Pune","Diska","Disk per Xham 115*4.5""","Disk per Xham 115*4.5"". Produkt per Shajme. Kodi i produktit: 21798.","3.92","","10","VS-SHA-21798","products/vs/MJETE-PUNE-VS-ZHWE-VS/21798.jpg","true","false"
"Vegla Pune","Diska","Disk per Metal 115*4.5""","Disk per Metal 115*4.5"". Produkt per Shajme. Kodi i produktit: 21799.","3.63","","10","VS-SHA-21799","products/vs/MJETE-PUNE-VS-ZHWE-VS/21799.jpg","true","false"
"Vegla Pune","Diska","Disk per Dru 115*4.5”","Disk per Dru 115*4.5”. Produkt per Shajme. Kodi i produktit: 21800.","2.76","","10","VS-SHA-21800","products/vs/MJETE-PUNE-VS-ZHWE-VS/21800.jpg","true","false"
"Vegla Pune","Burgi","Burgi Druri Set 1/6 Zhw","Burgi Druri Set 1/6 Zhw. Produkt per Shajme. Kodi i produktit: 21801.","2.61","","10","VS-SHA-21801","products/vs/MJETE-PUNE-VS-ZHWE-VS/21801.jpg","true","false"
"Vegla Pune","Dalta","Dalt Betoni Sds 14*250*","Dalt Betoni Sds 14*250*. Produkt per Shajme. Kodi i produktit: 21821.","1.16","","10","VS-SHA-21821","products/vs/MJETE-PUNE-VS-ZHWE-VS/21821.jpg","true","false"
"Vegla Pune","Dalta","Dalt Betoni Sds 14*250-","Dalt Betoni Sds 14*250-. Produkt per Shajme. Kodi i produktit: 21822.","1.16","","10","VS-SHA-21822","products/vs/MJETE-PUNE-VS-ZHWE-VS/21822.jpg","true","false"
"Vegla Pune","Dalta","Dalt Betoni Sds 14*250*50","Dalt Betoni Sds 14*250*50. Produkt per Shajme. Kodi i produktit: 21823.","1.89","","10","VS-SHA-21823","products/vs/MJETE-PUNE-VS-ZHWE-VS/21823.jpg","true","false"
"Vegla Pune","Dalta","Dalt Betoni Sds 17*280*75","Dalt Betoni Sds 17*280*75. Produkt per Shajme. Kodi i produktit: 21824.","3.05","","10","VS-SHA-21824","products/vs/MJETE-PUNE-VS-ZHWE-VS/21824.jpg","true","false"
"Vegla Pune","Kaqavida","Koke Kaqavide Ph2*25 (Bit","Koke Kaqavide Ph2*25 (Bit. Produkt per Shajme. Kodi i produktit: 21825.","0.22","","10","VS-SHA-21825","products/vs/MJETE-PUNE-VS-ZHWE-VS/21825.jpg","true","false"
"Vegla Pune","Burgi","Burgi e Rrumbullaket Xhami 35Mm","Burgi e Rrumbullaket Xhami 35Mm. Produkt per Shajme. Kodi i produktit: 22030.","1.96","","10","VS-SHA-22030","products/vs/MJETE-PUNE-VS-ZHWE-VS/22030.jpg","true","false"
"Vegla Pune","Burgi","Burgi e Rrumbullaket Xhami 38Mm","Burgi e Rrumbullaket Xhami 38Mm. Produkt per Shajme. Kodi i produktit: 22031.","2.10","","10","VS-SHA-22031","products/vs/MJETE-PUNE-VS-ZHWE-VS/22031.jpg","true","false"
"Vegla Pune","Burgi","Burgi e Rrumbullaket Xhami 40Mm","Burgi e Rrumbullaket Xhami 40Mm. Produkt per Shajme. Kodi i produktit: 22032.","2.25","","10","VS-SHA-22032","products/vs/MJETE-PUNE-VS-ZHWE-VS/22032.jpg","true","false"
"Vegla Pune","Shajme","Shajme 22033","Produkt cilesor nga kategoria Shajme. Pershkrimi final dhe specifikat duhet te plotesohen pas verifikimit te produktit.","2.32","","10","VS-SHA-22033","products/vs/MJETE-PUNE-VS-ZHWE-VS/22033.jpg","true","false"
"Vegla Pune","Burgi","Burgi Konus Zhw 1/3","Burgi Konus Zhw 1/3. Produkt per Shajme. Kodi i produktit: 22034.","11.60","","10","VS-SHA-22034","products/vs/MJETE-PUNE-VS-ZHWE-VS/22034.jpg","true","false"
"Vegla Pune","Diska","Disk per Keramik 115Mm Zhw","Disk per Keramik 115Mm Zhw. Produkt per Shajme. Kodi i produktit: 22035.","4.06","","10","VS-SHA-22035","products/vs/MJETE-PUNE-VS-ZHWE-VS/22035.jpg","true","false"
"Vegla Pune","Diska","Disk per Dru 115*40T Zhw","Disk per Dru 115*40T Zhw. Produkt per Shajme. Kodi i produktit: 22036.","2.61","","10","VS-SHA-22036","products/vs/MJETE-PUNE-VS-ZHWE-VS/22036.jpg","true","false"
"Vegla Pune","Diska","Disk per Dru 230*60T Zhw","Disk per Dru 230*60T Zhw. Produkt per Shajme. Kodi i produktit: 22037.","9.42","","10","VS-SHA-22037","products/vs/MJETE-PUNE-VS-ZHWE-VS/22037.jpg","true","false"
"Vegla Pune","Diska","Disk Grryes Betoni 115Mm 2 Dhom Zhw","Disk Grryes Betoni 115Mm 2 Dhom Zhw. Produkt per Shajme. Kodi i produktit: 22038.","7.25","","10","VS-SHA-22038","products/vs/MJETE-PUNE-VS-ZHWE-VS/22038.jpg","true","false"
"Vegla Pune","Diska","Disk Grryes Betoni 115Mm Zhw","Disk Grryes Betoni 115Mm Zhw. Produkt per Shajme. Kodi i produktit: 22039.","6.53","","10","VS-SHA-22039","products/vs/MJETE-PUNE-VS-ZHWE-VS/22039.jpg","true","false"
"Vegla Pune","Diska","Disk Grryes Betoni 180Mm 2 Dhom Zhw","Disk Grryes Betoni 180Mm 2 Dhom Zhw. Produkt per Shajme. Kodi i produktit: 22040.","15.95","","10","VS-SHA-22040","products/vs/MJETE-PUNE-VS-ZHWE-VS/22040.jpg","true","false"
"Vegla Pune","Dalta","Dalt Betoni Sds 1/3 Zhw","Dalt Betoni Sds 1/3 Zhw. Produkt per Shajme. Kodi i produktit: 22041.","4.35","","10","VS-SHA-22041","products/vs/MJETE-PUNE-VS-ZHWE-VS/22041.jpg","true","false"
